date,adj close
11/17/2022,20.955
11/18/2022,20.976
11/21/2022,20.849001
11/22/2022,21.034
11/23/2022,21.357
11/25/2022,21.424999
11/28/2022,20.91
11/29/2022,21.204
11/30/2022,21.549999
12/1/2022,22.636999
12/2/2022,23.038
12/5/2022,22.198999
12/6/2022,22.122999
12/7/2022,22.709999
12/8/2022,23.063
12/9/2022,23.535
12/12/2022,23.219999
12/13/2022,23.801001
12/14/2022,23.945999
12/15/2022,23.128
12/16/2022,23.150999
12/19/2022,23.028999
12/20/2022,24.094
12/21/2022,24.035
12/22/2022,23.476
12/23/2022,23.764
12/27/2022,24.040001
12/28/2022,23.663
12/29/2022,24.077999
12/30/2022,23.862
1/3/2023,24.059
1/4/2023,23.792
1/5/2023,23.257999
1/6/2023,23.822001
1/9/2023,23.712
1/10/2023,23.507
1/11/2023,23.327
1/12/2023,23.863001
1/13/2023,24.231001
1/17/2023,23.944
1/18/2023,23.530001
1/19/2023,23.754
1/20/2023,23.83
1/23/2023,23.452
1/24/2023,23.649
1/25/2023,23.839001
1/26/2023,23.93
1/27/2023,23.527
1/30/2023,23.645
1/31/2023,23.747999
2/1/2023,23.521
2/2/2023,23.534
2/3/2023,22.334
2/6/2023,22.177
2/7/2023,22.117001
2/8/2023,22.367001
2/9/2023,22.097
2/10/2023,22.034
2/13/2023,21.818001
2/14/2023,21.841999
2/15/2023,21.546
2/16/2023,21.684
2/17/2023,21.694
2/21/2023,21.868999
2/22/2023,21.660999
2/23/2023,21.299
2/24/2023,20.806
2/27/2023,20.67
2/28/2023,20.961
3/1/2023,20.959
3/2/2023,20.766001
3/3/2023,21.093
3/6/2023,20.983999
3/7/2023,20.054001
3/8/2023,20.004999
3/9/2023,20.025
3/10/2023,20.375
3/13/2023,21.792999
3/14/2023,21.929001
3/15/2023,21.774
3/16/2023,21.587999
3/17/2023,22.351
3/20/2023,22.533001
3/21/2023,22.323999
3/22/2023,22.674999
3/23/2023,23.143999
3/24/2023,23.247
3/27/2023,23.054001
3/28/2023,23.323999
3/29/2023,23.375999
3/30/2023,23.902
3/31/2023,24.076
4/3/2023,23.941
4/4/2023,25.021999
4/5/2023,24.962999
4/6/2023,25.025
4/10/2023,24.846001
4/11/2023,25.131001
4/12/2023,25.403999
4/13/2023,25.874001
4/14/2023,25.424
4/17/2023,25.052999
4/18/2023,25.247999
4/19/2023,25.365999
4/20/2023,25.368
4/21/2023,25.052999
4/24/2023,25.306
4/25/2023,24.877001
4/26/2023,24.871
4/27/2023,24.983
4/28/2023,24.999001
5/1/2023,25.009001
5/2/2023,25.403999
5/3/2023,25.476
5/4/2023,26.035
5/5/2023,25.743
5/8/2023,25.636
5/9/2023,25.698
5/10/2023,25.461
5/11/2023,24.254999
5/12/2023,23.992001
5/15/2023,24.127001
5/16/2023,23.737
5/17/2023,23.752001
5/18/2023,23.495001
5/19/2023,23.92
5/22/2023,23.715
5/23/2023,23.474001
5/24/2023,23.115
5/25/2023,22.785999
5/26/2023,23.24
5/30/2023,23.125
5/31/2023,23.474001
6/1/2023,23.875
6/2/2023,23.643
6/5/2023,23.534
6/6/2023,23.573999
6/7/2023,23.438999
6/8/2023,24.264
6/9/2023,24.334
6/12/2023,23.985001
6/13/2023,23.756001
6/14/2023,24.044001
6/15/2023,23.891001
6/16/2023,24.076
6/20/2023,23.193001
6/21/2023,22.774
6/22/2023,22.436001
6/23/2023,22.327999
6/26/2023,22.805
6/27/2023,22.938999
6/28/2023,22.868
6/29/2023,22.591
6/30/2023,22.809999
7/3/2023,22.896
7/5/2023,23.197001
7/6/2023,22.686001
7/7/2023,23.091999
7/10/2023,23.150999
7/11/2023,23.086
7/12/2023,24.118999
7/13/2023,24.768
7/14/2023,25.014
7/17/2023,24.844
7/18/2023,25.084
7/19/2023,25.219
7/20/2023,24.805
7/21/2023,24.698
7/24/2023,24.436001
7/25/2023,24.68
7/26/2023,24.825001
7/27/2023,24.236
7/28/2023,24.370001
7/31/2023,24.854
8/1/2023,24.208
8/2/2023,23.754
8/3/2023,23.586
8/4/2023,23.617001
8/7/2023,23.142
8/8/2023,22.716999
8/9/2023,22.65
8/10/2023,22.746
8/11/2023,22.674
8/14/2023,22.643999
8/15/2023,22.594999
8/16/2023,22.48
8/17/2023,22.67
8/18/2023,22.695
8/21/2023,23.304001
8/22/2023,23.42
8/23/2023,24.363001
8/24/2023,24.211
8/25/2023,24.219999
8/28/2023,24.238001
8/29/2023,24.777
8/30/2023,24.733999
8/31/2023,24.472
9/1/2023,24.232
9/5/2023,23.558001
9/6/2023,23.205999
9/7/2023,22.950001
9/8/2023,22.892
9/11/2023,23.103001
9/12/2023,23.127001
9/13/2023,22.912001
9/14/2023,22.747999
9/15/2023,23.125999
9/18/2023,23.232
9/19/2023,23.194
9/20/2023,23.579
9/21/2023,23.444
9/22/2023,23.596001
9/25/2023,23.145
9/26/2023,22.950001
9/27/2023,22.476999
9/28/2023,22.514999
9/29/2023,22.236
10/2/2023,21.218
10/3/2023,21.177999
10/4/2023,20.955999
10/5/2023,20.848
10/6/2023,21.540001
10/9/2023,21.740999
10/10/2023,21.775999
10/11/2023,21.957001
10/12/2023,21.792
10/13/2023,22.726999
10/16/2023,22.610001
10/17/2023,22.863001
10/18/2023,22.944
10/19/2023,22.886999
10/20/2023,23.351
10/23/2023,23.072001
10/24/2023,22.98
10/25/2023,22.877001
10/26/2023,22.787001
10/27/2023,22.77
10/30/2023,23.282
10/31/2023,22.841
11/1/2023,22.684999
11/2/2023,22.750999
11/3/2023,23.201
11/6/2023,23.149
11/7/2023,22.507999
11/8/2023,22.646999
11/9/2023,22.830999
11/10/2023,22.215
11/13/2023,22.299
11/14/2023,23.079
11/15/2023,23.485001
